No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
523,C6H5OH,2.255272505,108-95-2,C1=CC=C(C=C1)O,8,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
524,C6H5OH,2.146128036,108-95-2,C1=CC=C(C=C1)O,7,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
525,C6H5OH,3.643452676,108-95-2,C1=CC=C(C=C1)O,3.7,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
526,C6H5OH,2.949390007,108-95-2,C1=CC=C(C=C1)O,1.5,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
527,C6H5OH,3.113943352,108-95-2,C1=CC=C(C=C1)O,,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
528,C6H5OH,1.954242509,108-95-2,C1=CC=C(C=C1)O,6,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
529,C6H5SO3-,-0.638272164,3198-32-1,C1=CC=CC=C1S(=O)(=O)[O-],1.9,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)/p-1",SRSXLGNVWSONIS-UHFFFAOYSA-M
530,C6H6,0.301029996,71-43-2,C1=CC=CC=C1,1.7 - 3.0,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N
531,CCl4,-2.301029996,56-23-5,C(Cl)(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/CCl4/c2-1(3,4)5",VZGDMQKNWNREIO-UHFFFAOYSA-N
532,CH2(CO2-)2,0.84509804,156-80-9,O=C([O-])C([O-])=O,,,NIST,halogenated,Halogenated organics,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2",MUBZPKHOEPUJKR-UHFFFAOYSA-L
533,CH2(OH)2,-1,463-57-0,OCO,2,,NIST,alcohol,Oxygenated organics,"InChI=1S/CH4O2/c2-1-3/h2-3H,1H2",CKFGINPQOCXMAZ-UHFFFAOYSA-N
534,CH2Br2,-2.301029996,74-95-3,C(Br)Br,2,,NIST,halogenated,Halogenated organics,InChI=1S/CH2Br2/c2-1-3/h1H2,FJBFPHVGVWTDIP-UHFFFAOYSA-N
535,CH2Cl2,-1,75-09-2,C(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N
536,CH2ClCHClCH3,-2.397940009,78-87-5,CC(Cl)CCl,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",KNKRKFALVUDBJE-UHFFFAOYSA-N
537,CH3(CH2)2NH3+,-2,17033-39-5,CCC[NH3+],2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3/p+1",WGYKZJWCGVVSQN-UHFFFAOYSA-O
538,CH3(CH2)3NH2,5.079181246,109-73-9,CCCCN,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N
539,CH3(CH2)3NH2,5.230448921,109-73-9,CCCCN,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N
540,CH3(CH2)6CHO,0.903089987,124-13-0,CCCCCCCC=O,1.8 - 5.0,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
541,CH3(CH2)7OH,-0.096910013,111-87-5,CCCCCCCCO,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N
542,CH3C(O-)CCl2,9,130190-72-6,C/C(O)=C(Cl)/Cl,2.1-7.5,,NIST,halogenated,Halogenated organics,"InChI=1S/C3H4Cl2O/c1-2(6)3(4)5/h6H,1H3",GPABOXVPTAFDBT-UHFFFAOYSA-N
543,CH3CCl3,-1.920818754,71-55-6,CC(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",UOCLXMDMGBRAIB-UHFFFAOYSA-N
544,CH3CH2CH2CH(OH)CHCH2,5,4798-44-1,C=CC(O)CCC,2,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h4,6-7H,2-3,5H2,1H3",BVOSSZSHBZQJOI-UHFFFAOYSA-N
545,CH3CH2CH2CHCHCO2-,5.531478917,20224-66-2,C=CCCC(=O)[O-],,,NIST,halogenated,Halogenated organics,"InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h2H,1,3-4H2,(H,6,7)/p-1",HVAMZGADVCBITI-UHFFFAOYSA-M
546,CH3CH2CH2CO2H,-2.22184875,107-92-6,OC(CCC)=O,,,NIST,alcohol,Oxygenated organics,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N
547,CH3CH2CH2COCH3,-1.698970004,107-87-9,CC(CCC)=O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",XNLICIUVMPYHGG-UHFFFAOYSA-N
548,CH3CH2CH2NH2,-2,107-10-8,CCCN,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",WGYKZJWCGVVSQN-UHFFFAOYSA-N
549,CH3CH2CHCHCH2CO2-,6.278753601,35194-36-6,O=C(CC/C=C/C)O,,,NIST,halogenated,Halogenated organics,"InChI=1S/C6H10O2/c1-2-3-4-5-6(7)8/h2-3H,4-5H2,1H3,(H,7,8)/b3-2+",NIDHFQDUBOVBKZ-NSCUHMNNSA-N
550,CH3CH2CHOHCH2CHCH2,5.255272505,688-99-3,CCC(CC=C)O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3,6-7H,1,4-5H2,2H3",UOGFCIYBLKSQHL-UHFFFAOYSA-N
551,CH3CH2CO2-,-3,72-03-7,CCC([O-])=O,2~5,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1",XBDQKXXYIPTUBI-UHFFFAOYSA-M
552,CH3CH2COCH3,-1.15490196,78-93-3,CC(CC)=O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",ZWEHNKRNPOVVGH-UHFFFAOYSA-N
553,CH3CH2SH,5.301029996,75-08-1,CCS,2,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",DNJIEGIFACGWOD-UHFFFAOYSA-N
554,CH3CHCCl2,2.973127854,563-58-6,Cl/C(Cl)=C\C,2,,NIST,halogenated,Halogenated organics,"InChI=1S/C3H4Cl2/c1-2-3(4)5/h2H,1H3",ZAIDIVBQUMFXEC-UHFFFAOYSA-N
555,CH3CHCl2CO2-,-3.301029996,15302-86-0,C(C(Cl)Cl)C(=O)[O-],6.4,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H4Cl2O2/c4-2(5)1-3(6)7/h2H,1H2,(H,6,7)/p-1",HFPLCFMATPQWMD-UHFFFAOYSA-M
556,CH3CHO,0.176091259,75-07-0,CC=O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N
557,CH3CN,-4.22184875,75-05-8,CC#N,2.1,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C2H3N/c1-2-3/h1H3,WEVYAHXRMPXWCK-UHFFFAOYSA-N
558,CH3CO2CH2CH2CH3,-1.522878745,109-60-4,CC(OCCC)=O,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N
559,CH3CO2H,-4.522878745,64-19-7,CC(=O)O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N
560,CH3COCH3,-1.494850022,67-64-1,CC(=O)C,2,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,CSCPPACGZOOCGX-UHFFFAOYSA-N
561,CH3CON(CH3)2,-0.15490196,127-19-5,CC(=O)N(C)C,7,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N
562,CH3CON(CH3)2,-0.301029996,127-19-5,CC(=O)N(C)C,3.3,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N
563,CH3CON(CH3)2,-1.301029996,127-19-5,CC(=O)N(C)C,2.5,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N
564,CH3CONHCH3,-0.22184875,79-16-3,CC(=O)NC,7.2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",OHLUUHNLEMFGTQ-UHFFFAOYSA-N
565,CH3NCl2,-2,7651-91-4,CN(Cl)Cl,2,,NIST,halogenated,Halogenated organics,InChI=1S/CH3Cl2N/c1-4(2)3/h1H3,DWEYPOWXNBAIDU-UHFFFAOYSA-N
566,CH3NH2,5.146128036,74-89-5,CN,,,NIST,halogenated,Halogenated organics,"InChI=1S/CH5N/c1-2/h2H2,1H3",BAVYZALUXZFZLV-UHFFFAOYSA-N
567,CH3NHCl,2.908485019,6154-14-9,CNCl,4.2,,NIST,halogenated,Halogenated organics,"InChI=1S/CH4ClN/c1-3-2/h3H,1H3",QXJIABOUHLYVHP-UHFFFAOYSA-N
568,CH3SCH3,8.602059991,75-18-3,CSC,8.6,,NIST,"sulfide, disulfide",Sulfur-containing organics,InChI=1S/C2H6S/c1-3-2/h1-2H3,QMMFVYPAHWMCMS-UHFFFAOYSA-N
569,CHBr3,-1.698970004,75-25-2,C(Br)(Br)Br,2,,NIST,halogenated,Halogenated organics,InChI=1S/CHBr3/c2-1(3)4/h1H,DIKBFYAXUHHXCS-UHFFFAOYSA-N
570,CHCl2COCH3,-2.301029996,513-88-2,CC(C(Cl)Cl)=O,,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H4Cl2O/c1-2(6)3(4)5/h3H,1H3",CSVFWMMPUJDVKH-UHFFFAOYSA-N
571,CHCl3,-1,67-66-3,C(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N
572,CI Reactive Black 5,4.274157849,12225-25-1,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],1.88,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C26H25N5O19S6.4Na/c27-23-22-15(13-20(53(37,38)39)24(23)30-28-16-1-5-18(6-2-16)51(33,34)11-9-49-55(43,44)45)14-21(54(40,41)42)25(26(22)32)31-29-17-3-7-19(8-4-17)52(35,36)12-10-50-56(46,47)48;;;;/h1-8,13-14,32H,9-12,27H2,(H,37,38,39)(H,40,41,42)(H,43,44,45)(H,46,47,48);;;;/q;4*+1/p-4",HFIYIRIMGZMCPC-UHFFFAOYSA-J
573,CI Reactive Black 5,5.403120521,17095-24-8,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],6.1,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C26H25N5O19S6.4Na/c27-23-22-15(13-20(53(37,38)39)24(23)30-28-16-1-5-18(6-2-16)51(33,34)11-9-49-55(43,44)45)14-21(54(40,41)42)25(26(22)32)31-29-17-3-7-19(8-4-17)52(35,36)12-10-50-56(46,47)48;;;;/h1-8,13-14,32H,9-12,27H2,(H,37,38,39)(H,40,41,42)(H,43,44,45)(H,46,47,48);;;;/q;4*+1/p-4",HFIYIRIMGZMCPC-UHFFFAOYSA-J
574,CN-,4.414973348,57-12-5,[C-]#N,2.5~12,,NIST,halogenated,Halogenated organics,InChI=1S/CN/c1-2/q-1,XFXPMWWXUTWYJX-UHFFFAOYSA-N
575,CN-,3,57-12-5,[C-]#N,,,NIST,halogenated,Halogenated organics,InChI=1S/CN/c1-2/q-1,XFXPMWWXUTWYJX-UHFFFAOYSA-N
576,CO2 •-,9.62324929,124-38-9,[O-][C]=O,8.5,,https://doi.org/10.1021/acs.est.1c07694,halogenated,Halogenated organics,InChI=1S/CO2/c2-1-3/q-1,SSODQXRGMVULMF-UHFFFAOYSA-N
577,CO32-,-1,3812-32-6,C(=O)(O)[O-],8~10,,NIST,halogenated,Halogenated organics,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M
578,CO3·-,-5,16518-46-0,O=[C]([O-])[O],10.4,,NIST,halogenated,Halogenated organics,"InChI=1S/CHO3/c2-1(3)4/h(H,2,3)/p-1",ZHUXMBYIONRQQX-UHFFFAOYSA-M
579,CaDTPA3—,3.792391689,,[Ca+2].O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],,,https://doi.org/10.1021/acs.est.8b00586,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H16N2O8.Ca/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);/q;+2/p-4",NVTRPRFAWJGJAJ-UHFFFAOYSA-J
580,CaEDTA2—,5,6766-87-6,[Ca+2].O=C([O-])CN(CCN(CC(=O)[O-])C([O-])=O)C([O-])=O,,,https://doi.org/10.1039/B004417M,diol,Polyfunctional / highly functionalized,"InChI=1S/C8H12N2O8.Ca/c11-5(12)3-9(7(15)16)1-2-10(8(17)18)4-6(13)14;/h1-4H2,(H,11,12)(H,13,14)(H,15,16)(H,17,18);/q;+2/p-4",DHIGDNSVMRUVNT-UHFFFAOYSA-J
581,Carbamazepine,5.477121255,298-46-4,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,,https://doi.org/10.1016/j.watres.2009.07.031,cyclo,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
582,Carbaryl,2.72,1433961-56-8,CNC(=O)Oc1cccc2ccccc12,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",CVXBEEMKQHEXEN-UHFFFAOYSA-N
583,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.7,,NIST,alcohol,Oxygenated organics,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N
584,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N
585,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,,,https://doi.org/10.1016/0043-1354(91)90155-J,alcohol,Oxygenated organics,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N
586,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N
587,Carbon tetrachloride,-2.301029996,56-23-5,C(Cl)(Cl)(Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/CCl4/c2-1(3,4)5",VZGDMQKNWNREIO-UHFFFAOYSA-N
588,Catalase,4.748188027,7439-89-6,[Fe],7,,NIST,halogenated,Halogenated organics,InChI=1S/Fe,XEEYBQQBJWHFJM-UHFFFAOYSA-N
589,Cefalexin,4.93976,65870-51-1,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,7,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
590,Cefalexin,4.939759626,15686-71-2,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,7,,10.1016/j.chemosphere.2008.08.033,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
591,Cellobiose,-0.68,117698-11-0,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h1,4-12,14-21H,2-3H2/t4-,5+,6+,7+,8+,9-,10+,11+,12-/m0/s1",DKXNBNKWCZZMJT-WELRSGGNSA-N
592,Cephalexin,4.939519,2101505-56-8,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
593,Cephalexin,4.939519253,15686-71-2,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
594,Chlorfenvinphos,0.57,1346606-54-9,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8-",FSAVDKDHPDSCTO-WQLSENKSSA-N
595,Chlorobenzene,-0.124938737,108-90-7,C1=CC=C(C=C1)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogenated,Halogenated organics,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N
596,Chlorobenzene,-0.124938737,108-90-7,C1=CC=C(C=C1)Cl,,,https://doi.org/10.1016/0043-1354(83)90098-2,halogenated,Halogenated organics,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N
597,Chlorodimethylamine,3.28,1585-74-6,CN(C)Cl,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,InChI=1S/C2H6ClN/c1-4(2)3/h1-2H3,MAGVJLLHDZWQFM-UHFFFAOYSA-N
598,Chloroethene,4.146128036,57495-45-1,C=CCl,,,https://doi.org/10.1039/A909668J,halogenated,Halogenated organics,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",BZHJMEDXRYGGRV-UHFFFAOYSA-N
599,Chloroform,-1,67-66-3,C(Cl)(Cl)Cl,,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N
600,Chloroform,-1,67-66-3,C(Cl)(Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N
601,Chlorothiazide,0.18,376634-04-7,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C7H6ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-3H,(H,10,11)(H2,9,12,13)",JBMKAUGHUNFTOL-UHFFFAOYSA-N
602,Chlortoluron,1.7,37341-10-9,Cc1ccc(NC(=O)N(C)C)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs,"InChI=1S/C10H13ClN2O/c1-7-4-5-8(6-9(7)11)12-10(14)13(2)3/h4-6H,1-3H3,(H,12,14)",JXCGFZXSOMJFOA-UHFFFAOYSA-N
603,Chromotropic acid,-0.0685,148-25-4,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)O)O)S(=O)(=O)O,,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H8O8S2/c11-8-3-6(19(13,14)15)1-5-2-7(20(16,17)18)4-9(12)10(5)8/h1-4,11-12H,(H,13,14,15)(H,16,17,18)",HLVXFWDLRHCZEI-UHFFFAOYSA-N
604,Chromotropic acid,-0.0685,388633-48-5,O=S(=O)(O)c1cc(O)c2c(O)cc(S(=O)(=O)O)cc2c1,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H8O8S2/c11-8-3-6(19(13,14)15)1-5-2-7(20(16,17)18)4-9(12)10(5)8/h1-4,11-12H,(H,13,14,15)(H,16,17,18)",HLVXFWDLRHCZEI-UHFFFAOYSA-N
605,"Cis-1,2-dichloroethene",2.73239376,156-59-2,C(=C\Cl)\Cl,,,https://doi.org/10.1039/A909668J,halogenated,Halogenated organics,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,KFUSEUYYWQURPO-UPHRSURJSA-N
606,"Cis-1,2-dichloroethene",2.73,156-59-2,Cl/C=C\Cl,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,KFUSEUYYWQURPO-UPHRSURJSA-N
607,Cl-,-2.522878745,16887-00-6,[Cl-],2~4,,NIST,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
608,Cl2CCCl2,-1,127-18-4,Cl/C(Cl)=C(Cl)/Cl,2,,NIST,halogenated,Halogenated organics,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N
609,ClCH2CH2Cl,0.633468456,107-06-2,C(CCl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N
610,ClCH2CHCl2,-1.096910013,79-00-5,ClC(Cl)CCl,2,,NIST,halogenated,Halogenated organics,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",UBOXGVDOUJQMTN-UHFFFAOYSA-N
611,ClCHCCl2,2.204119983,79-01-6,Cl/C=C(Cl)\Cl,6.9,,NIST,halogenated,Halogenated organics,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N
612,ClCHCCl2,1.643452676,79-01-6,Cl/C=C(Cl)\Cl,4,,NIST,halogenated,Halogenated organics,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N
613,ClCHCCl2,1.672097858,79-01-6,Cl/C=C(Cl)\Cl,2,,NIST,halogenated,Halogenated organics,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N
